attr1_cat,attr2_num,attr3_num,attr4_num,attr5_num,attr6_num,attr7_num,attr8_num,attr9_num,attr10_num,attr11_num,attr12_num,attr13_num,attr14_num,attr15_num,attr16_num,attr18_num,attr19_num,attr20_num,attr21_num,attr22_num,attr23_num,attr24_num,attr25_num,attr26_num,attr27_num,attr28_num,attr29_num,attr30_num,attr31_num,attr32_num,attr33_num,attr34_num,attr35_num,attr36_num,attr37_num,attr38_num,attr39_num,attr40_num,attr41_num,attr42_num,attr43_num,attr44_num,attr45_num,attr46_num,attr47_num,attr48_num,attr49_num,attr50_num,attr51_num,attr52_num,attr53_num,attr54_num,attr55_num,attr56_num,attr57_num,attr58_num,label
Allegro,0.35008811950683600,0.08875656872987750,0.1302279233932500,0.0028266964945942200,1784.165849538760,129774.06452515100,2002.4490601177000,85882.76131549840,3805.8396058403400,901505.4255328420,0.08304482066898690,0.0007669456545940500,-4.52972417406272E-05,0.00817228201776743,7.78323192207608E-06,0.00569818215444684,-113.57064819335900,2564.20751953125,121.57179260253900,295.913818359375,-19.168142318725600,235.57443237304700,42.36642074584960,151.10687255859400,-6.364664077758790,167.93479919433600,18.623498916626000,89.18083953857420,-13.704891204834000,67.66049194335940,15.34315013885500,68.93257904052730,-12.274109840393100,82.2042007446289,10.976572036743200,63.38631057739260,-8.326573371887210,61.773094177246100,8.803791999816900,51.24412536621090,-3.672300100326540,41.21741485595700,5.747994899749760,40.55447769165040,-5.162881851196290,49.775421142578100,0.752740204334259,52.4209098815918,-1.6902146339416500,36.524070739746100,-0.4089791774749760,41.597103118896500,-2.3035225868225100,55.062923431396500,1.2212907075882000,46.93603515625,blues
Andante,0.3409135937690740,0.09498025476932530,0.09594780951738360,0.00237273913808167,1530.1766787460800,375850.07364868600,2039.0365160924300,213843.75549673400,3550.5220984085000,2977893.3881386600,0.05603980870552980,0.001447521491359060,0.0001395807194057850,0.0050993324257433400,-0.0001776084245648240,0.0030631716363132,-207.50169372558600,7764.55517578125,123.99126434326200,560.2599487304690,8.955126762390140,572.8109130859380,35.877647399902300,264.506103515625,2.9073197841644300,279.93292236328100,21.510465621948200,156.4770965576170,-8.560436248779300,200.84918212890600,23.370685577392600,142.5559539794920,-10.099660873413100,166.1085205078130,11.900497436523400,104.35861206054700,-5.555638790130620,105.17362976074200,5.376327037811280,96.19721221923830,-2.231760263442990,64.91429138183590,4.220139503479000,73.15253448486330,-6.012148380279540,52.422142028808600,0.9279977679252630,55.35640335083010,-0.7311245799064640,60.31452941894530,0.2950729429721830,48.12059783935550,-0.2835180163383480,51.1061897277832,0.5312165021896360,45.78628158569340,blues
Vivace,0.36363717913627600,0.08527519553899770,0.17557041347026800,0.0027459163684397900,1552.8118647610000,156467.64336831600,1747.702311667600,76254.19225682180,3042.2602323810900,784034.4607039170,0.07629120746326370,0.0010068290788351800,2.10557573154802E-06,0.01634197309613230,-1.94662407011492E-05,0.007457626052200790,-90.72259521484380,3319.044921875,140.44630432128900,508.7650451660160,-29.093889236450200,411.7812194824220,31.68433380126950,144.09031677246100,-13.984503746032700,155.49375915527300,25.764741897583000,74.54840087890630,-13.664875030517600,106.98182678222700,11.639933586120600,106.57487487793000,-11.783642768859900,65.44794464111330,9.71876049041748,67.90885925292970,-13.133803367614700,57.78142547607420,5.791199207305910,64.48020935058590,-8.907628059387210,60.38515090942380,-1.0770004987716700,57.71113586425780,-9.229273796081540,36.58098602294920,2.4516899585723900,40.5987663269043,-7.729092597961430,47.639427185058600,-1.8164069652557400,52.38214111328130,-3.439720392227170,46.6396598815918,-2.2312583923339800,30.57302474975590,blues
Andante,0.4047847092151640,0.09399903565645220,0.14109300076961500,0.006346346344798800,1070.1066149971300,184355.94241695400,1596.4128721770200,166441.49476892400,2184.7457991951900,1493194.3602957200,0.03330886262567670,0.00042275898709484,4.58364411315415E-07,0.019054487347602800,-1.44831801662804E-05,0.002712198067456480,-199.54420471191400,5507.51708984375,150.0908966064450,456.5054016113280,5.662678241729740,257.1611633300780,26.859079360961900,158.26730346679700,1.7713992595672600,268.0343933105470,14.234030723571800,126.79412841796900,-4.832006454467770,155.91207885742200,9.286494255065920,81.27374267578130,-0.7591864466667180,92.11408996582030,8.137606620788570,71.31407928466800,-3.200653314590450,110.23668670654300,6.079319000244140,48.25199890136720,-2.4801738262176500,56.799400329589800,-1.0793050527572600,62.28990173339840,-2.87078857421875,51.65159225463870,0.7808738350868230,44.42775344848630,-3.319596529006960,50.20667266845700,0.6369650363922120,37.319129943847700,-0.6191211938858030,37.25973892211910,-3.4074482917785600,31.949338912963900,blues
Allegro,0.30852603912353500,0.0878409817814827,0.09152871370315550,0.002303397748619320,1835.0042655120700,343399.9392740410,1748.1721158265000,88445.20903590050,3579.757626703890,1572977.8318808700,0.10146053871809700,0.0019541247020998700,-1.75612876773812E-05,0.0048140003345906700,-1.01127416201052E-05,0.0030938994605094200,-160.33770751953100,5195.2919921875,126.21963500976600,853.7847290039060,-35.58781051635740,333.7929382324220,22.1480712890625,193.4561004638670,-32.478599548339800,336.2768249511720,10.852293968200700,134.83157348632800,-23.35232925415040,93.25709533691410,0.49843376874923700,124.67212677002000,-11.793437004089400,130.07334899902300,1.2072558403015100,99.67557525634770,-13.088418006897000,80.25406646728520,-2.8138673305511500,86.43062591552730,-6.933385372161870,89.5554428100586,-7.552725315093990,70.9433364868164,-9.164666175842290,75.79340362548830,-4.520575523376470,86.09923553466800,-5.454033851623540,75.26970672607420,-0.9168741106987,53.61391830444340,-4.404827117919920,62.91081237792970,-11.70323371887210,55.195159912109400,blues
Andante,0.3024562895298000,0.08753237873315810,0.10349363833665800,0.0039805080741643900,1831.993939606850,1030482.3696398600,1729.6532869430000,201910.50863315500,3481.5175917198400,3274439.958151880,0.09404153373936580,0.006233195614802250,1.96141769492897E-07,0.008082612417638300,-2.6505676942179E-05,0.0032420435454696400,-177.7742462158200,7307.4169921875,118.20548248291000,3195.212890625,-17.565879821777300,654.3738403320310,30.76239776611330,485.7464599609380,-21.747840881347700,433.4100036621090,11.920994758606000,266.39154052734400,-20.730995178222700,169.74172973632800,3.186577796936040,133.73684692382800,-8.586038589477540,172.22938537597700,-0.9328514933586120,100.12606811523400,-11.77243423461910,76.54654693603520,-2.405832529067990,78.70781707763670,-9.34366512298584,80.29009246826170,-9.936209678649900,47.55205154418950,-3.9039947986602800,60.071102142334000,-5.576589107513430,72.54922485351560,-1.8382627964019800,68.7020263671875,-2.783799886703490,42.447452545166000,-3.0479090213775600,39.80878448486330,-8.109991073608400,46.311004638671900,blues
Andante,0.29132798314094500,0.09398132562637330,0.14187414944171900,0.008803188800811770,1459.366471695770,437859.3980511430,1389.00913118495,185023.23954542500,2795.610963330190,1621442.0252432300,0.07305223740815930,0.0019091706678011000,-9.6720686997287E-06,0.01692332699894910,-2.23725874093361E-05,0.005953941959887740,-190.0523681640630,9656.53515625,130.28907775878900,1932.7957763671900,-36.36953353881840,1307.4881591796900,33.02903366088870,480.35205078125,11.108782768249500,1083.6485595703100,-0.6055834889411930,280.77813720703100,-20.871854782104500,152.26304626464800,0.2730247676372530,102.91593933105500,-6.486139297485350,130.9452362060550,-5.516766548156740,153.45065307617200,-7.839751720428470,87.44084167480470,-3.1285924911499000,64.22565460205080,-6.596197128295900,79.1259765625,-9.95037841796875,63.19026565551760,-6.535177230834960,86.37913513183590,-10.0680513381958,83.24824523925780,-10.913175582885700,56.90215301513670,-6.9713358879089400,38.2318000793457,-3.436504602432250,48.235740661621100,-6.483465671539310,70.17036437988280,blues
Moderato,0.3079547882080080,0.09290287643671040,0.13182218372821800,0.005531143397092820,1451.6670658428200,449568.16245441,1577.2709414206300,168211.93880422300,2954.836759987670,1629129.9716715900,0.061442246108855400,0.0018488162723341100,1.94166859728284E-05,0.013223032467067200,-4.81207134725992E-05,0.00483865849673748,-179.34713745117200,6573.921875,136.46900939941400,1479.2493896484400,-26.673137664794900,591.6319580078130,39.9842414855957,352.54644775390600,5.304416656494140,650.2316284179690,10.928611755371100,136.3041534423830,-20.56482696533200,163.7718048095700,8.511157035827640,151.29498291015600,-11.35724925994870,171.9431610107420,-3.468345880508420,178.18507385253900,-8.419937133789060,147.50784301757800,-6.949715614318850,83.71830749511720,-3.53913950920105,93.32140350341800,-8.041617393493650,57.49008560180660,-8.960675239562990,82.21691131591800,-8.426082611083980,70.43843841552730,-10.56893539428710,52.09089279174810,-10.784515380859400,60.46133041381840,-4.690677642822270,65.54751586914060,-8.630722045898440,56.40143585205080,blues
Moderato,0.40887922048568700,0.0865124762058258,0.14241649210453000,0.0015071560628712200,1719.3689480431500,163282.8454389630,2031.7403810025400,105542.71819310600,3782.316288428070,1262916.988721480,0.06402488761600930,0.0007314817438538320,2.26482848120213E-06,0.012702081352472300,-1.97278859559447E-05,0.0034653819166123900,-121.36394500732400,2622.19482421875,122.50666809082000,414.5058898925780,-14.73819637298580,341.2171325683590,46.131065368652300,193.62127685546900,-8.181879043579100,177.16403198242200,20.18296241760250,107.01757049560500,-19.173377990722700,57.664520263671900,23.039138793945300,77.06928253173830,-11.838223457336400,42.604530334472700,21.159997940063500,58.66766357421880,-6.7183661460876500,48.94551086425780,6.9925408363342300,56.430885314941400,-12.730595588684100,61.984580993652300,5.061324119567870,50.532127380371100,-5.1832146644592300,32.967132568359400,-1.452559471130370,50.563751220703100,-7.041823863983150,28.894933700561500,2.6952478885650600,36.88956832885740,3.4123053550720200,33.6985969543457,-2.7156920433044400,36.41843032836910,blues
Moderato,0.27395039796829200,0.09231596440076830,0.08131366223096850,0.004346864763647320,1817.150863125720,298236.1412223160,1973.7733063015300,114070.11259083800,3943.490565182720,1367638.2345263500,0.07917482356921890,0.0013776590528174800,-1.66221855124604E-06,0.0072214072570204700,-2.32939473789884E-05,0.001676929066888990,-213.239990234375,6133.7216796875,115.16560363769500,798.2787475585940,-11.69343090057370,668.961669921875,39.0142707824707,350.7083740234380,-20.341278076171900,531.9755249023440,13.077605247497600,278.8181457519530,-9.173518180847170,126.72614288330100,9.011446952819820,68.01216888427730,-14.10063362121580,110.07489013671900,4.265942096710210,92.64541625976560,-6.046167850494390,84.93377685546880,3.7822065353393600,104.44965362548800,0.22179949283599900,76.33885955810550,-5.109399318695070,85.3902587890625,-0.41023045778274500,103.9884262084960,-1.1799200773239100,59.31460189819340,-1.916804313659670,58.41843795776370,-2.292660713195800,83.20523071289060,2.881967067718510,77.08222198486330,-4.235202789306640,91.46881103515630,blues
